GO:0000001	mitochondrion inheritance
GO:0043797	glyceraldehyde-3-phosphate dehydrogenase (ferredoxin) activity
GO:0043798	glycerate 2-kinase activity
GO:0043799	glycine oxidase activity
GO:0043800	hexulose-6-phosphate isomerase activity
GO:0043802	hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolysing) activity
GO:0043805	indolepyruvate ferredoxin oxidoreductase activity
GO:0043806	keto acid formate lyase activity
GO:0043807	3-methyl-2-oxobutanoate dehydrogenase (ferredoxin) activity
GO:0043809	methylthioribulose 1-phosphate dehydratase activity
GO:0043810	ornithine-acyl [acyl carrier protein] N-acyltransferase activity
GO:0043812	phosphatidylinositol-4-phosphate phosphatase activity
GO:0043813	phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity
GO:0043815	phosphoribosylglycinamide formyltransferase 2 activity
GO:0043816	phosphoserine-tRNA(Cys) ligase activity
GO:0043817	phosphosulfolactate synthase activity
GO:0043818	precorrin-3B synthase activity
GO:0043819	precorrin-6A synthase (deacetylating) activity
GO:0043821	propionyl-CoA:succinate CoA-transferase activity
GO:0043822	ribonuclease M5 activity
GO:0043824	succinylglutamate-semialdehyde dehydrogenase activity
GO:0043825	succinylornithine transaminase activity
GO:0043826	sulfur oxygenase reductase activity
GO:0043827	tRNA (adenine-57, 58-N(1)-) methyltransferase activity
GO:0043828	tRNA 2-selenouridine synthase activity
GO:0043829	tRNA-specific adenosine-37 deaminase activity
GO:0043831	thiosulfate dehydrogenase (quinone) activity
GO:0043832	trans-2, cis-3 decenoyl-ACP isomerase activity
GO:0043833	methylamine-specific methylcobalamin:coenzyme M methyltransferase activity
GO:0043834	trimethylamine methyltransferase activity
GO:0043835	uracil/thymine dehydrogenase activity
GO:0043836	xanthine hydrolase activity
GO:0043837	valine dehydrogenase (NAD) activity
GO:0043838	phosphatidylethanolamine:Kdo2-lipid A phosphoethanolamine transferase activity
GO:0043839	lipid A phosphate methyltransferase activity
GO:0043840	branched-chain amino acid:2-keto-4-methylthiobutyrate aminotransferase activity
GO:0043841	(S)-lactate 2-kinase activity
GO:0043842	Kdo transferase activity
GO:0043843	ADP-specific glucokinase activity
GO:0043844	ADP-specific phosphofructokinase activity
GO:0043845	DNA polymerase III, proof-reading complex
GO:0043846	DNA polymerase III, DnaX complex
GO:0043847	DNA polymerase III, DnaX complex, chi/psi subcomplex
GO:0043848	excinuclease cho activity
GO:0043849	Ras palmitoyltransferase activity
GO:0043851	methanol-specific methylcobalamin:coenzyme M methyltransferase activity
GO:0043852	monomethylamine methyltransferase activity
GO:0043853	methanol-CoM methyltransferase complex
GO:0043854	cyclic nucleotide-gated mechanosensitive ion channel activity
GO:0043855	cyclic nucleotide-gated ion channel activity
GO:0043856	anti-sigma factor antagonist activity
GO:0043857	N-acetylornithine carbamoyltransferase activity
GO:0043858	arginine:ornithine antiporter activity
GO:0043860	cyanophycin synthetase activity
GO:0043861	agmatine:putrescine antiporter activity
GO:0043862	arginine:agmatine antiporter activity
GO:0043863	4-hydroxy-2-ketopimelate aldolase activity
GO:0043864	indoleacetamide hydrolase activity
GO:0043866	adenylyl-sulfate reductase (thioredoxin) activity
GO:0043867	7-cyano-7-deazaguanine tRNA-ribosyltransferase activity
GO:0043868	N-acetylaminoadipate kinase activity
GO:0043869	alpha-aminoadipate acetyltransferase activity
GO:0043870	N-acetyl-gamma-aminoadipyl-phosphate reductase activity
GO:0043871	delta1-piperideine-6-carboxylate dehydrogenase activity
GO:0043872	lysine:cadaverine antiporter activity
GO:0043873	pyruvate-flavodoxin oxidoreductase activity
GO:0043874	acireductone synthase activity
GO:0043875	2-ketobutyrate formate-lyase activity
GO:0043876	D-threonine aldolase activity
GO:0043877	galactosamine-6-phosphate isomerase activity
GO:0043878	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity
GO:0043879	glycolate transmembrane transporter activity
GO:0043880	crotonyl-CoA reductase activity
GO:0043881	mesaconyl-CoA hydratase activity
GO:0043882	malate:sodium symporter activity
GO:0043883	malolactic enzyme activity
GO:0043884	CO-methylating acetyl-CoA synthase activity
GO:0043885	carbon-monoxide dehydrogenase (ferredoxin) activity
GO:0043887	melibiose:sodium symporter activity
GO:0043888	(S)-2,3-di-O-geranylgeranylglyceryl phosphate synthase activity
GO:0043889	(S)-3-O-geranylgeranylglyceryl phosphate activity
GO:0043890	N-acetylgalactosamine-6-sulfatase activity
GO:0043891	glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating) activity
GO:0043892	methylglyoxal reductase (NADPH-dependent) activity
GO:0043893	acetate:cation symporter activity
GO:0043894	protein acetyltransferase activity
GO:0043895	cyclomaltodextrin glucanotransferase activity
GO:0043896	glucan 1,6-alpha-glucosidase activity
GO:0043897	glucan 1,4-alpha-maltohydrolase activity
GO:0044004	disruption by symbiont of host cells
GO:0044007	dissemination or transmission of symbiont from host
GO:0044008	dissemination or transmission of symbiont from host by vector
GO:0044236	multicellular organismal metabolic process
GO:0044237	cellular metabolic process
GO:0044238	primary metabolic process
GO:0044239	salivary polysaccharide catabolic process
GO:0044240	multicellular organismal lipid catabolic process
GO:0044242	cellular lipid catabolic process
GO:0044243	multicellular organismal catabolic process
GO:0044244	multicellular organismal polysaccharide catabolic process
GO:0044246	regulation of multicellular organismal metabolic process
GO:0044247	cellular polysaccharide catabolic process
GO:0044248	cellular catabolic process
GO:0044249	cellular biosynthetic process
GO:0044250	negative regulation of metabolic activity during hibernation
GO:0044251	protein catabolic process by pepsin
GO:0044252	negative regulation of multicellular organismal metabolic process
GO:0044253	positive regulation of multicellular organismal metabolic process
GO:0044254	multicellular organismal protein catabolic process
GO:0044255	cellular lipid metabolic process
GO:0044257	cellular protein catabolic process
GO:0044258	intestinal lipid catabolic process
GO:0044259	multicellular organismal macromolecule metabolic process
GO:0044260	cellular macromolecule metabolic process
GO:0044261	multicellular organismal carbohydrate metabolic process
GO:0044262	cellular carbohydrate metabolic process
GO:0044263	multicellular organismal polysaccharide metabolic process
GO:0044264	cellular polysaccharide metabolic process
GO:0044265	cellular macromolecule catabolic process
GO:0044266	multicellular organismal macromolecule catabolic process
GO:0044267	cellular protein metabolic process
GO:0044268	multicellular organismal protein metabolic process
GO:0044269	glycerol ether catabolic process
GO:0044270	nitrogen compound catabolic process
GO:0044271	nitrogen compound biosynthetic process
GO:0044272	sulfur compound biosynthetic process
GO:0044273	sulfur compound catabolic process
GO:0044274	multicellular organismal biosynthetic process
GO:0044275	cellular carbohydrate catabolic process
GO:0044276	multicellular organismal carbohydrate catabolic process
GO:0044402	competition with another organism
GO:0044403	symbiosis, encompassing mutualism through parasitism
GO:0044405	recognition of host
GO:0044406	adhesion to host
GO:0044408	growth or development of symbiont on or near host surface
GO:0044409	entry into host
GO:0044412	growth or development of symbiont within host
GO:0044413	avoidance of host defenses
GO:0044414	suppression of host defenses
GO:0044416	induction by symbiont of host defense response
GO:0044419	interspecies interaction between organisms
GO:0044427	chromosomal part
GO:0044428	nuclear part
GO:0044429	mitochondrial part
GO:0044430	cytoskeletal part
GO:0044431	Golgi apparatus part
GO:0044432	endoplasmic reticulum part
GO:0044437	vacuolar part
GO:0044439	peroxisomal part
GO:0044440	endosomal part
GO:0044442	microtubule-based flagellum part
GO:0044443	fimbrial part
GO:0044444	cytoplasmic part
GO:0044445	cytosolic part
GO:0044449	contractile fiber part
GO:0044450	microtubule organizing center part
GO:0044452	nucleolar part
GO:0044460	flagellum part
GO:0044461	flagellin-based flagellum part
GO:0045003	double-strand break repair via synthesis-dependent strand annealing
GO:0045010	actin nucleation
GO:0045011	actin cable formation
GO:0045012	MHC class II receptor activity
GO:0045013	negative regulation of transcription by carbon catabolites
GO:0045014	negative regulation of transcription by glucose
GO:0045015	HDEL sequence binding
GO:0045017	glycerolipid biosynthetic process
GO:0045018	retrograde transport, vacuole to Golgi
GO:0045019	negative regulation of nitric oxide biosynthetic process
GO:0045020	error-prone DNA repair
GO:0045026	plasma membrane fusion
GO:0045028	purinergic nucleotide receptor activity, G-protein coupled
GO:0045034	neuroblast division
GO:0045036	protein targeting to chloroplast
GO:0045037	protein import into chloroplast stroma
GO:0045038	protein import into chloroplast thylakoid membrane
GO:0045039	protein import into mitochondrial inner membrane
GO:0045040	protein import into mitochondrial outer membrane
GO:0045041	protein import into mitochondrial intermembrane space
GO:0045042	protein import into mitochondrial intermembrane space, conservative
GO:0045043	protein import into mitochondrial intermembrane space, nonconservative
GO:0045044	protein import into mitochondrial intermembrane space, direct
GO:0045046	protein import into peroxisome membrane
GO:0045047	protein targeting to ER
GO:0045048	protein insertion into ER membrane
GO:0045049	protein insertion into ER membrane by N-terminal cleaved signal sequence
GO:0045050	protein insertion into ER membrane by stop-transfer membrane-anchor sequence
GO:0045051	protein insertion into ER membrane by internal uncleaved signal-anchor sequence
GO:0045052	protein insertion into ER membrane by GPI attachment sequence
GO:0045053	protein retention in Golgi
GO:0045057	cisternal progression
GO:0045058	T cell selection
GO:0045059	positive thymic T cell selection
GO:0045060	negative thymic T cell selection
GO:0045061	thymic T cell selection
GO:0045062	extrathymic T cell selection
GO:0045065	cytotoxic T cell differentiation
GO:0045066	regulatory T cell differentiation
GO:0045067	positive extrathymic T cell selection
GO:0045068	negative extrathymic T cell selection
GO:0045070	positive regulation of viral genome replication
GO:0045071	negative regulation of viral genome replication
GO:0045072	regulation of interferon-gamma biosynthetic process
GO:0045073	regulation of chemokine biosynthetic process
GO:0045074	regulation of interleukin-10 biosynthetic process
GO:0045075	regulation of interleukin-12 biosynthetic process
GO:0045076	regulation of interleukin-2 biosynthetic process
GO:0045077	negative regulation of interferon-gamma biosynthetic process
GO:0045078	positive regulation of interferon-gamma biosynthetic process
GO:0045079	negative regulation of chemokine biosynthetic process
GO:0045080	positive regulation of chemokine biosynthetic process
GO:0045081	negative regulation of interleukin-10 biosynthetic process
GO:0045082	positive regulation of interleukin-10 biosynthetic process
GO:0045083	negative regulation of interleukin-12 biosynthetic process
GO:0045084	positive regulation of interleukin-12 biosynthetic process
GO:0045085	negative regulation of interleukin-2 biosynthetic process
GO:0045086	positive regulation of interleukin-2 biosynthetic process
GO:0045087	innate immune response
GO:0045089	positive regulation of innate immune response
GO:0045093	interleukin-18 alpha subunit binding
GO:0045094	interleukin-18 beta subunit binding
GO:0045095	keratin filament
GO:0045096	acidic keratin
GO:0045097	basic/neutral keratin
GO:0045098	type III intermediate filament
GO:0045101	glial fibrillary acidic protein
GO:0045104	intermediate filament cytoskeleton organization and biogenesis
GO:0045109	intermediate filament organization
GO:0045110	intermediate filament bundle assembly
GO:0045112	integrin biosynthetic process
GO:0045113	regulation of integrin biosynthetic process
GO:0045114	beta 2 integrin biosynthetic process
GO:0045115	regulation of beta 2 integrin biosynthetic process
GO:0045116	protein neddylation
GO:0045119	azole:hydrogen antiporter activity
GO:0045121	membrane raft
GO:0045122	aflatoxin biosynthetic process
GO:0045123	cellular extravasation
GO:0045127	N-acetylglucosamine kinase activity
GO:0045128	negative regulation of meiotic recombination
GO:0045129	NAD-independent histone deacetylase activity
GO:0045130	keratan sulfotransferase activity
GO:0045133	2,3-dihydroxybenzoate 3,4-dioxygenase activity
GO:0045134	uridine-diphosphatase activity
GO:0045135	poly(beta-D-mannuronate) lyase activity
GO:0045138	tail tip morphogenesis
